image_name,comment,category
2260560631.jpg,the furry dog is running through a grassy wooded area,dog
2882483779.jpg,a tawny cat is playing with a basket while a black dog watches,cat
6099093979.jpg,a woman sits in a market where she sells goods with her dog,dog
3400135828.jpg,the black dog is gliding down through the snow,dog
1341077576.jpg,a man walking into a building while a dog looks at him,dog
2062607137.jpg,a brown dog and a black dog are together in tall grass,dog
2505360288.jpg,a small brown dog in the grass trying to catch bubbles,dog
440165853.jpg,a cowboy in the dirt on the ground next to a horse,horse
3272002857.jpg,a woman is riding a brown horse on the shore of the ocean,horse
381275595.jpg,a dog chews on a bone,dog
2066271441.jpg,black dog paddles through the water with a bright ball in its mouth,dog
2557507575.jpg,a brown dog is running through tall green grass,dog
2920516901.jpg,a greyhound dog running in a race with identifier number six,dog
5930769790.jpg,a woman shaving a black and white dog,dog
3329777647.jpg,two large dogs chase after another dog that has a ball in his mouth and runs from them,dog
2646577258.jpg,a man is thrown off a horse while at a rodeo,horse
1350948838.jpg,black and white dog leaps away from camera into pool,dog
333031366.jpg,a dog is walking through the water carrying a large stick in its mouth,dog
2430860418.jpg,a white dog is running on sand,dog
7775061978.jpg,two young girls pet a horse while near a blue carriage,horse
3323952123.jpg,a black dog with a red collar plays in the snow,dog
458213442.jpg,a black and white dog jumps over a bar in an agility test,dog
2658009523.jpg,a brown dog and a red dog frolicking on the waters edge on the beach,dog
746787916.jpg,a little white dog runs out of a yellow tube while a man runs along clapping,dog
2518094853.jpg,a big tan dog runs through a grass field with his tongue hanging,dog
1926129518.jpg,a spotted dog and a puppy converging on a tennis ball,dog
2260537673.jpg,a man and his dog are dressed up in colorful costumes in the street in front of a bakery,dog
2831656774.jpg,lady in blue top and dark pants astride a white and brown dog leaping a hurdle,dog
369802520.jpg,a small dog walking through the snow,dog
3658016590.jpg,a large brown horse is running in a grassy area,horse
128912885.jpg,a white dog with a blue collar plays with a red ball,dog
270724499.jpg,the dog is running with a colorful ball,dog
432248727.jpg,a brown dog is crouching and looking up in a field of grass,dog
224702241.jpg,a blond dog makes his way up an icy stream with snow piled up on the sides,dog
3171250845.jpg,the boy and a brown dog are standing in the snow,dog
2659278131.jpg,small dog being dried by a handheld hair blower,dog
3279025792.jpg,a black dog is running through the snow,dog
3743157427.jpg,a large dog is jumping in a fountain while a man in a black tshirt and vest stands nearby,dog
3033686219.jpg,a black dog sits in sand,dog
2804851816.jpg,the brown dog is running through the dry grass with a ball in its mouth,dog
2720215226.jpg,a dog wearing a blue ribbon sits in front of a fireplace that displays more ribbons,dog
2584412512.jpg,a fluffy white and brown puppy is playing with a white,dog
2864340145.jpg,a black dog walks through the water,dog
3649387275.jpg,the white dog with brown spots is walking through shallow water,dog
221973402.jpg,the small boy is running in front of a black dog with a frisbee in its mouth,dog
2622624460.jpg,a black dog chasing a red ball through the water,dog
2234018985.jpg,a small dog looking up to his loving owner,dog
4745429572.jpg,an elderly couple sits with their dog in a green field by the shore,dog
878758390.jpg,the white dog is running along the beach,dog
3185695861.jpg,a dog stands in a field with a tennis ball in his mouth,dog
3259883609.jpg,a brown dog and a swan having a confrontation beside a pond,dog
3373946160.jpg,a large dog rubs its face in the grass,dog
859620561.jpg,black dog catching frisbee at the park,dog
4567985082.jpg,man in red carries flowers as a dog follows,dog
2546959333.jpg,a dog nipping at the feet of a cow,dog
2655196158.jpg,a dog is laying on a blue rug,dog
4675539672.jpg,a dog follows a woman in a black dress with orange hair down a road,dog
6991298758.jpg,in a horse race five horses and five jockeys are clustered together competing for first place,horse
3544669026.jpg,a dog catches a ball in the air,dog
1262454669.jpg,a woman is sitting on a bench with a latte in her lap and a white dog on a blue leash to her side,dog
2616561200.jpg,the brown and white dog is chasing the ball,dog
3638992163.jpg,a brown and white dog is leaping through a red hoop on a training circuit,dog
317109978.jpg,a brown dog is jumping over a tree limb in a wooded area,dog
255330891.jpg,the man is walking a white dog with one hand whilst resting his other hand on the shoulder of the woman with the pink backpack,dog
3242354561.jpg,a brown dog is catching a ball in its mouth whilst playing in a snow covered field,dog
1508269285.jpg,a brown and white dog is standing in the river by the bank,dog
3490867290.jpg,two women in colorful clothes sit on the ground near their cow,cow
2281075738.jpg,one black dog chases another on grass nearby a road that was recently snowed on,dog
3618504267.jpg,a guy and white dog standing on grass,dog
3591458156.jpg,a man at a rodeo is thrown off a horse,horse
2521788750.jpg,a man wearing a white shire shirt and hate is riding a bucking horse in a rodeo,horse
3103264875.jpg,a white dog with brown ears runs on the green grass with an orange dog toy,dog
1067790824.jpg,one dog is chasing another one on the beach,dog
2518094853.jpg,a brown dog runs through a field,dog
816084977.jpg,a little girl is walking a dog by the water,dog
2220612655.jpg,a brown and white dog running in a field of grass,dog
3713868971.jpg,a woman and a horse are jumping over a miniature building,horse
3242919570.jpg,a white dog with black markings runs through the snow,dog
2870875612.jpg,a dog swimming along the ocean with a bark in its mouth,dog
2226440063.jpg,a black and white dog walks in the snow,dog
2449289139.jpg,the dog runs in the park,dog
170473787.jpg,a man in uniform tries to find something with the help of a sniffing dog,dog
3724759125.jpg,a little boy is riding a mechanical horse at the playground,horse
7430283024.jpg,there is a man in a blue shirt riding a white horse and jumping a hurdle,horse
477204750.jpg,a dog turns on the grass to persue a flying ball,dog
3259002340.jpg,the black dog is wearing a purple collar with a black leash as he is running,dog
3647750811.jpg,the dog with the red collar is white and brown,dog
3393394134.jpg,a dog lies upside down on the grass,dog
3704431444.jpg,a dog running in the surf,dog
3440104178.jpg,a white dog with brown ears runs down a gravel path with a ball in its mouth,dog
3225226381.jpg,a black dog with a pink collar is following behind a brown dog with across a grassy field,dog
1932161768.jpg,a small dog steps onto a log,dog
3271468462.jpg,a cattle dog nips the leg of an animal,dog
3693961165.jpg,a dark brown dog is running along a fence outside,dog
2378127945.jpg,a dog jumps over the sand,dog
2613993276.jpg,a dog in a grass field runs with a ball in its mouth,dog
1020651753.jpg,a black and white dog jumps up towards a yellow toy,dog
3711826708.jpg,a brown dog is walking on a wooded path with white flowers,dog
62810448.jpg,a man dressed in a black and gold over coat rides a black and white horse,horse
3189251454.jpg,dog barking,dog
4859764297.jpg,a child in a red hat is riding a horse,horse
3029715635.jpg,a black dog is running with a blue bone in his mouth,dog
4442319130.jpg,a man in a white hood holding a cat,cat
3081734118.jpg,a brown and white dog on a road with its mouth open near a tennis ball,dog
3595643050.jpg,a yellow dog stands on his hind legs,dog
2831656774.jpg,the dog jumps over the high jump bars in a dog show as the owner looks on,dog
2682194299.jpg,a black and white dog is bounding down white steps,dog
2637904605.jpg,a white and black dog leaps through long grass in a field,dog
3712742641.jpg,a dog treads through dark green water,dog
4303789445.jpg,a man on a bike with a dog on a leash,dog
3455419642.jpg,a man and a dog play with a yellow ball,dog
4741494498.jpg,a cowboy riding a bucking horse,horse
4546344816.jpg,a lady sitting on a park bench holding a dog on a leash,dog
2735158990.jpg,a brown and white dog stands on his hind leg and barks,dog
430803349.jpg,the black dog is in the water with a white object in its mouth,dog
3256043809.jpg,a lean white and brown dog makes its way through a patch of snow,dog
2094323311.jpg,a dog snuggles with a man in sunglasses,dog
3484393667.jpg,a man is in shallow water with a horse at the beach while a nude boy crawls nearby,horse
4855691043.jpg,a man jumps off his horse at a rodeo,horse
2257238490.jpg,a woman wearing a green scarf on the beach kicks her leg up while a blond small dog stands behind her,dog
3146232740.jpg,a small black and white dog carries a stick while swimming,dog
1731546544.jpg,a black dog leaps out of the water,dog
2229179070.jpg,a medium size dog is jumping through hoops which are being held by men,dog
8238928026.jpg,a small child plays with her airplane as a cat looks on,cat
178980177.jpg,some kids with a horse having fun,horse
251586160.jpg,a man watches eagerly as his black dog leaps into the water,dog
3653837067.jpg,women on horse jumping over gate,horse
502783522.jpg,dog running through the woods,dog
4823233954.jpg,a man on a motorbike is leading the horse with another man on its back,horse
2853205396.jpg,a white dog runs across the water,dog
3613264553.jpg,a white dog is walking on a rocky hillside,dog
1072153132.jpg,a dog is jumping to catch a object thrown at it,dog
2860400846.jpg,a tan and white dog jumping after a red frisbee,dog
2281006675.jpg,the dog walks along a beach at sunset,dog
5831085623.jpg,a dog gets major air catching frisbees in a trick contest,dog
3091912922.jpg,a dog runs with a yellow toy in its mouth,dog
3634785801.jpg,a large brown dog relaxes in a green,dog
3705976184.jpg,a lady and her large brown and black dog out for a run in a grassy place,dog
3019473225.jpg,a black and white dog is biting on a pine cone on the grass,dog
774009278.jpg,a white dog jumps on the green grass next to a brick building,dog
2698197294.jpg,black and white dog running through water,dog
2599444370.jpg,a black dog paddles behind a black cat in a body of water,dog
4546344816.jpg,a woman who was walking her dog out at a park has sat down at a bench,dog
3704431444.jpg,a dog is running parallel with the ocean waves,dog
2832747707.jpg,a horse and rider jumping tall rails positioned over a replica stone,horse
1234293791.jpg,a girl rides a horse,horse
2198484810.jpg,a brown dog is running through an obstacle course,dog
1470132731.jpg,a black dog is running in the water,dog
5381663472.jpg,riders at a horse show get into position,horse
442220883.jpg,a yellow dog is chewing on a white stuffed toy,dog
2646577258.jpg,the cowboy in blue is trying not to be thrown off of the horse,horse
3387661249.jpg,a brown dog is looking at a black horse that is sticking its head through a fence,dog
2644326817.jpg,the black dog is dropping a red disc on a beach,dog
3488087117.jpg,little brown and white dog running on the sidewalk,dog
465994762.jpg,a dog jumps over a chain,dog
516214924.jpg,a dog bites a big orange ball,dog
2222498879.jpg,the large brown dog is walking through the green grass,dog
2507182524.jpg,the dog is running after a ball and stirring up dust,dog
2926233397.jpg,a brown dog up to its neck in water,dog
4811269979.jpg,a dog lying asleep outside of a house,dog
2090327868.jpg,a woman gives a baby to a small child to hold as they stand in front of a cow statue,cow
2982928615.jpg,a dog runs across the grass,dog
816084977.jpg,a young girl walking her dog beside the water with the sun reflecting on it,dog
339350939.jpg,black dog running behind three birds on shore with waves in the background,dog
456512643.jpg,a dog runs in a grassy field,dog
2565237642.jpg,a small dog plays in the grass,dog
1402843760.jpg,the small furry white dog is walking in the green grass,dog
2520966939.jpg,a man is riding a horse that is trying to buck him off,horse
2714220101.jpg,a little white dog running through the sand,dog
2198484810.jpg,a brown dog jumps over an obstacle,dog
2159447283.jpg,a little redheaded girl wears a spiderman suit while riding a play horse,horse
308956341.jpg,a wet black dog shakes itself off,dog
824923476.jpg,a black and white dog stalks a flock of five geese,dog
3472485022.jpg,a brown dog running with a long stick in his mouth,dog
745880539.jpg,a white dog emerges from a yellow tube on an obstacle course,dog
3583065748.jpg,a black and a black dog are running,dog
3294209955.jpg,a small dog runs through a field,dog
3454621502.jpg,a black dog runs on the beach,dog
129462636.jpg,a little brown dog on the end of a leash who s owner is wearing a blue skirt and black flats,dog
2710280476.jpg,a dog s speed is measured by a man while the dog runs,dog
524787268.jpg,two people sitting on a bench with their dog next to a body of water,dog
1436760519.jpg,a black and white dog is jumping up to catch a toy as another dog watches,dog
431410325.jpg,the brown dog is running in the water licking his nose,dog
448916362.jpg,brown and cream dog with tongue out,dog
2633201394.jpg,a brown dog swims and carries a brown object,dog
1772859261.jpg,a black and white dog walking in shallow water,dog
3423509305.jpg,a dog catching a ball,dog
3028969146.jpg,a dog wearing an orange vest scampers playfully across the grass,dog
2114355355.jpg,a reddishbrown dog is laying at the front of a white boat on an orange flowered blanket,dog
3111402233.jpg,a dog shaking water off,dog
2677614492.jpg,a small white and brown dog is jumping over a horizontal pole,dog
2467803152.jpg,a big brown dog runs with a stick in his mouth,dog
408573233.jpg,the black and brown dog is running with something in its mouth,dog
3319489465.jpg,the brown horse is next to a red barrel at the rodeo,horse
485741580.jpg,the dog is sleeping in the vehicle,dog
2608116127.jpg,a small dog and a kitten are facing one another,dog
3535284878.jpg,a white dog with a black harness runs on a rocky shore,dog
3623302162.jpg,white dog with collar running in fenced in grassy area,dog
3509711173.jpg,an asian man rides a horse and performs a gesture while extending a sword from his right hand,horse
670609997.jpg,a dog catches a flying disk in a yard with a tree,dog
356929855.jpg,a brown dog treads the water with something in its mouth,dog
4861969983.jpg,an asian woman in a black dress sitting down next to her purse and dog on a gravel wall looking at her phone,dog
2287023569.jpg,a dog in midflight catches an orange and blue ball in a field of dead grass,dog
430803349.jpg,a dog carries an object in the water,dog
2543247940.jpg,a white dog lays on green grass while chewing on a stick,dog
3435035138.jpg,the curlyhaired white dog is running down a wooded path,dog
1620397000.jpg,a dog jumps over a creek,dog
3412036192.jpg,a white and brown dog in a park,dog
3581818450.jpg,a yellow dog runs through green grass,dog
247704641.jpg,a dog crossing a river on a bridge made of a fallen tree,dog
5430267989.jpg,this woman is riding a beautiful and well groomed horse,horse
3364151356.jpg,the large brown dog is running outside in the dirt,dog
3420064875.jpg,a brown dog looks off into the distance by some farm equipment,dog
1436760519.jpg,the white dog with black spots is catching a red frisbee,dog
3493255026.jpg,a dog playing with a toy,dog
5637347272.jpg,a girl in a striped shirt leads a brown horse across a suburban street,horse
3540515072.jpg,the furry brown dog is jumping on the concrete,dog
4876043682.jpg,a young man is talking on a phone while riding a horse,horse
2413495734.jpg,a girl wearing a dog pawspotted party hat,dog
2472634822.jpg,a child and a dog running across a grassy lawn,dog
2591603141.jpg,a fluffy dog walks along the sandy beach,dog
2524003134.jpg,a dog standing in water,dog
3515358125.jpg,a dog chases a tennis ball across a grassy area,dog
3604928725.jpg,two people swimming on a floating while a black dog follows,dog
4482109273.jpg,two men and a dog are walking down an old dirt road,dog
843616798.jpg,a dog in near a herd of sheep,dog
327621377.jpg,a black dog is chasing another black dog that s carrying a ball in its mouth,dog
4930768273.jpg,a woman lassos cattle while rider a horse,horse
1552065993.jpg,dog with big collar running,dog
2260537673.jpg,colorful people and a dog,dog
3298233193.jpg,brown dog jumping near water on the beach,dog
128912885.jpg,the dog is playing with a red ball,dog
2325816912.jpg,a black dog wearing a blue collar is running through the snow,dog
3236677456.jpg,a brown and black dog jumps high in the air after a purple frisbee,dog
2514581496.jpg,a white dog tries to climb on the countertop,dog
2878015018.jpg,a man is riding a horse in a western rodeo competition,horse
3235746553.jpg,a dog leaps by the ocean,dog
302983277.jpg,a man riding a brown horse poses in front of a mountain scene,horse
5584269779.jpg,a woman in a red shirt and black pants riding a white horse on brown grass,horse
2816259113.jpg,a man runs with his dog at a dog show,dog
1425069308.jpg,the dog is jumping in the air to catch a ball,dog
1778020185.jpg,a white dog and a brown dog play in the grass,dog
2753506871.jpg,the yellow dog kicks up sand as it jumps,dog
124195430.jpg,a brown horse stands near a black horse that is sitting on the ground,horse
3441399292.jpg,the brown dog jumped the red obstacle,dog
3552435734.jpg,a black dog running through water,dog
3472364264.jpg,a dog plays on the beach,dog
2816259113.jpg,a man and a dog navigate an obstacle course,dog
7430281548.jpg,a white horse and a rider wearing a ale blue shirt and a black helmet are jumping a hurdle,horse
390921095.jpg,a mounted policeman on a dappled horse surveys a crowd,horse
2142232919.jpg,black dog with orange ball approaches camera across dead leaves,dog
411863595.jpg,a woman and a dog are in a field of bright green grass and brilliant blue sky,dog
2598012140.jpg,a white dog biting an orange cat on the bed,dog
3239480519.jpg,black and white dog with a stick running in the snow,dog
2186139563.jpg,little dog chases ball at farm,dog
2709648336.jpg,a large brown and black dog jumps in the air holding a white frisbee in its mouth,dog
2509824208.jpg,a brown dog runs through the grass,dog
2518508760.jpg,a dog participating in a race while wearing the number,dog
310715139.jpg,a furry white dog playing in the sand,dog
5884154559.jpg,a man who looks like a cowboy is riding a bucking horse or bronco in a purple shirt and chaps,horse
3514297698.jpg,a black and gray dog catches a tennis ball at the beach,dog
2114739371.jpg,a brown and black dog leaps through the freshly mown grass,dog
3604928725.jpg,two people and a dog play in the water using a blue inflatable toy,dog
818340833.jpg,a furry white dog is carrying a stick in its mouth through the grass,dog
3474406285.jpg,a brown dog jumps over an obstacle,dog
2800934095.jpg,the small brown dog is running through the grass with a yellow ball in its mouth,dog
390671130.jpg,brown and white dog with baseball in mouth,dog
2053441349.jpg,a dog in a field of colorful flowers,dog
1433577867.jpg,a white dog is in the water,dog
2677614492.jpg,a brown and white dog is jumping over an obstacle,dog
2066271441.jpg,a black dog is swimming with a ball in his mouth,dog
1095590286.jpg,a yellow dog and a black and white dog are running in the dirt,dog
468608014.jpg,the photographer is playing tugofwar with a dog,dog
2428086758.jpg,a red dog looks at a brown dog on a dirt path next to a lake,dog
7092793359.jpg,the girls sitting on the couch is holding a cat and trying to light a cigarette,cat
3540416981.jpg,the white dog is running in the green grass,dog
967719295.jpg,the yellow dog is jumping off of a ship into the water,dog
2622624460.jpg,a dog makes a large splash in the water while chasing a red ball,dog
3550459890.jpg,a man about to throw a toy for a dog to go and fetch,dog
339350939.jpg,a dog is running along the beach beside the ocean,dog
8125199349.jpg,a young boy is petting a cat on an autumn road,cat
640506101.jpg,a man playing with his dog,dog
491600485.jpg,a black dog looks up at a ball in the air and prepares to catch it,dog
3322389758.jpg,dog running in water with stick in mouth,dog
3003691049.jpg,a girl playing with a dog near a police car,dog
2935986346.jpg,a gray dog wearing a muzzle runs over grass,dog
332045444.jpg,a white dog is carrying a stick in its mouth while running across flat land,dog
517942470.jpg,dog sitting on owners lap sitting in front of computer,dog
137861003.jpg,a horse walking by the side of the water pulling something,horse
414773731.jpg,a dog with black and brown fur runs in the snow,dog
1287920676.jpg,a white dog with red straps on it is looking back,dog
1752454466.jpg,a brown and white dog exiting a yellow and blue ramp in a grassy area,dog
1620397000.jpg,a spotted dog jumps over a muddy creek,dog
3204686006.jpg,children sled and a dog plays on a snowy hill,dog
843616798.jpg,a black and white dog is watching over a flock of white sheep,dog
2393298349.jpg,a dog and a goat chase two kids playing soccer,dog
3295452057.jpg,a brown dog is jumping up at a black and white dog,dog
2303426046.jpg,a brown dog jumps in the air,dog
4913610444.jpg,a military man training his dog for combat,dog
3571039224.jpg,a dog with black fur has put its head underwater,dog
3724718895.jpg,a dog drinks the sprinkler water,dog
2936590102.jpg,a white greyhound dog is wearing a red jacket with the number one printed on it,dog
1731546544.jpg,a black dog splashes in the water,dog
441212506.jpg,two small dogs follow a larger dog with a tennis ball,dog
4486352233.jpg,a black dog and a tan dog sniff around an empty lot,dog
3454621502.jpg,a black dog wearing a collar running across the beach,dog
413231421.jpg,a black dog is digging in the snow,dog
241046599.jpg,brown dog runs on grass,dog
3562816250.jpg,a woman kayaking with her small dog,dog
3914088687.jpg,a lone cowboy riding his horse holding a lasso and some rope,horse
539750844.jpg,the dog leaps in the air to catch a large ball,dog
7673311510.jpg,a man is riding a horse near the beach next to a dog,horse
4444914032.jpg,a lady with a green scarf sits on a bench with a man in an orange tank and another man with a dog,dog
3211581957.jpg,a brown horse with a rider on its back jumps a barrier,horse
532457586.jpg,a shirtless man with a dog next to him talking to a shirtless girl slouching on a bench,dog
2452334314.jpg,a show jumper wearing a blue helmet rides a white horse over wooden fence that is decorated with red and yellow flowers,horse
3518608016.jpg,a woman plays with her dog outside,dog
1801874841.jpg,a brown dog is staring closely at a sleeping brown and white dog,dog
3122579598.jpg,two children play with a white dog,dog
4274214534.jpg,a woman is walking her dog along a snowy ground,dog
1469000260.jpg,a large tan dog sits on the edge of the woods,dog
2555535057.jpg,a dog is running along the grass,dog
2635483351.jpg,a black dog sits by two bowls near some tile steps,dog
8089664348.jpg,a woman attired in a formal blue police or military uniform is sitting astride a horse,horse
3683185795.jpg,two children are with a dog on leash who is standing against a tree,dog
7398097618.jpg,a man is surfing the waves with a dog,dog
508793006.jpg,a man is astride a rearing horse in an arena full of spectators,horse
3354063643.jpg,a brown and white dog growling in the snow,dog
5988551357.jpg,it looks like the clown has fallen off the horse,horse
2465691083.jpg,black and tan dog swimming toward shore of pond,dog
2543247940.jpg,a white dog with a collar and leash is about to chew on a stick,dog
4747501990.jpg,a woman holding a lamp walking next to a man walking a dog,dog
3242354561.jpg,a dog catching an orange ball,dog
3251976937.jpg,brown dog runs through snow with a snow covered branch in its mouth,dog
2187720319.jpg,a black dog is leaping from a cylindrical hay bale,dog
1402843760.jpg,a white dog lifts its paw as it stands on the grass near striped poles,dog
2445783904.jpg,a dog with a red collar is walked on a field,dog
2358561039.jpg,a three dog sled team pulls an unusual tricycle sled,dog
3451085951.jpg,a white dog plays on the beach near a large city,dog
1514957266.jpg,the dog runs across the green lush grass,dog
2613993276.jpg,a little dog is bringing back a ball on an open grass field,dog
7398097618.jpg,a man and his dog riding the surf at the beach,dog
1470132731.jpg,a black dog running through water,dog
693450725.jpg,a dog lies in the grass next to a mansion,dog
3436063693.jpg,a gray dog sits on a lawn wearing a bright blue longsleeved jacket,dog
3584829998.jpg,a white dog and a black and white dog are playing while two more black dogs move towards them,dog
2909609550.jpg,the shaggy dog is looking at the last of an ice cream cone,dog
763577068.jpg,the little dog walking on the grass has a red bow in its hair,dog
1445123245.jpg,a small brown and black dog plays with a colorful caterpillar toy on a tan burbur carpet,dog
2837908308.jpg,a large tan dog is jumping over hurdles on a course,dog
374567836.jpg,a brown fluffy dog lays in the snow with its green ball,dog
3540416139.jpg,a dog chases a white animal on a green lawn,dog
2839532455.jpg,a black and brown dog is playing with a green and pink ball on sand,dog
5637347272.jpg,a girl is leading a horse across a street,horse
2680619645.jpg,the black and brown dog is standing with its legs apart on the beach,dog
2838125339.jpg,people watch as a dog scales a wooden wall in a grass field,dog
3372340429.jpg,a large dog and two smaller dogs running around in the snow,dog
3496028495.jpg,the brown dog is swimming,dog
1478606153.jpg,brown and white dog running through fall leaves on the ground,dog
2490687446.jpg,a dog standing in shallow water on a red leash,dog
386655611.jpg,a dog carries a huge,dog
240696675.jpg,a brown dog runs along a path in the grass,dog
3315323307.jpg,a brown dog walking on a snowy surface near snow covered trees,dog
2325258180.jpg,a closeup of a black dog sitting on a doll and a toy next to a fireplace,dog
2448270671.jpg,the dog with big ears is leaping over a fallen tree,dog
1662261486.jpg,a black and white dog jumps through a black and white hoop,dog
2400700373.jpg,a man riding a horse in a rodeo show,horse
2374570771.jpg,a dog runs through a creek and spashes water,dog
452363869.jpg,a dog and a ball on green grass and in front of trees,dog
224702241.jpg,the dog walks through the cold water,dog
410413536.jpg,a man kneels on a dock while a dog jumps in the water next to him,dog
400562847.jpg,a darkcolored dog walking across snow with something in its mouth,dog
2511019188.jpg,a dog with a frisbee in front of a brown dog,dog
431410325.jpg,a golden haired dog with wet hair is licking its nose while moving through shallow water,dog
4776967745.jpg,three people are sitting bright orange in a horse drawn carriage in a downtown area,horse
3363776919.jpg,a brown bucking horse throws a cowboy wearing jeans and a white shirt off of his back at a rodeo,horse
4717627685.jpg,two people eating at an outside table with their dog,dog
4265242435.jpg,a cowboy balances on his horse in a rodeo,horse
2846843520.jpg,a dog digging for his ball in the sand,dog
6818129694.jpg,a man at a rodeo who may have fell off the horse,horse
3411595210.jpg,a white dog is jumping in natural water,dog
3419916411.jpg,a dog playing in the grass,dog
3608400551.jpg,a man with tatoos playing fetch with a white dog with a black ear,dog
2509824208.jpg,a brown dog is running on the grass,dog
3019923691.jpg,a black dog wearing an orange collar is entangled with fishing wire,dog
2438085746.jpg,a black and white dog catc,dog
170473787.jpg,a cop is walking a crime dog to find something while paramedics discuss by their van,dog
7677138150.jpg,in an area with army planes one in uniform and one in heavy clothing train a black and brown dog,dog
3155390408.jpg,a white dog with black spots is catching a baseball with its mouth,dog
517942470.jpg,a white dog is looking up at a person as they both sit in front of a computer,dog
2883907436.jpg,a man and a dog,dog
2045023435.jpg,brown dog catches a ball in a sunny yard,dog
1026685415.jpg,a black dog carries a green toy in his mouth as he walks through the grass,dog
2428275562.jpg,a black and white dog sliding down a slope on a beach,dog
2646577258.jpg,a man dressed in cowboy attire is riding a horse,horse
3718076407.jpg,a brown and white dog is playing with a toy in a field of green grass and clover,dog
587604325.jpg,a curlyhaired dog tries to bite another dog wearing a green and orange collar,dog
2934628301.jpg,a black dog with a red collar is walking through water,dog
2330062180.jpg,a white dog running through the snow,dog
2784625888.jpg,the black dog is jumping over the white pole in the grass,dog
2849292029.jpg,two cowboys attempting to lasso a cow in a rodeo,cow
2187503678.jpg,a dog runs through the woods near a cottage,dog
3265209567.jpg,a brown and white dog walks behind a brown cow,dog
3383037991.jpg,a brown dog sits on a couch,dog
11382381.jpg,a woman in a green tank top puts a horseshoe on a horse,horse
4675539672.jpg,a woman with a dog,dog
6533409787.jpg,a woman with glasses and her hair in a braid and a girl wearing a hoodie and jeans are standing in a kitchen drying sheets of glass or plastic while a brown dog follows another person out the door,dog
539761097.jpg,a baby sits with a big sleeping dog,dog
3519155763.jpg,dog with open mouth and a toy close by in the air,dog
398413603.jpg,a small white dog jumping to catch a tennis ball,dog
3623302162.jpg,a dog is attempting a turn by a nearby picnic bench and metal object,dog
2461372011.jpg,a person climbs a snowy hill while a black dog follows,dog
386160015.jpg,a brown dog playing play wrestling with a black dog on snow covered land,dog
3488087117.jpg,the dog is running,dog
3286193613.jpg,the brown and black dog has his mouth open,dog
452363869.jpg,a dog chases a ball in the grass,dog
257588281.jpg,a brown dog is running through water with a stick in its mouth,dog
3330935489.jpg,a white pug dog is biting and trying to pull a large stick out of some water,dog
128912885.jpg,a dog jumps for a red ball on the grass,dog
422756764.jpg,a brown dog is playing ball in a yard,dog
522700240.jpg,a dog laying with a blue blanket over his eyes,dog
2707244524.jpg,a dog running through tall grass,dog
451597318.jpg,brown dog leaping up with orange disc in mouth with blue and yellow toy boat in background,dog
1440024115.jpg,a tricolored dog jumps and catches a pink frisbeen that a man in shorts has thrown,dog
6944134083.jpg,two men are competing in a horse race,horse
473988700.jpg,a wet dog shaking off excess water in a field,dog
2509824208.jpg,a brown dog is running very fast with his tongue out,dog
1394673080.jpg,two mimes dressed in black mime tugofwar in a field while a small white dog runs between them,dog
269630255.jpg,a brown dog is running across the grass with a stick in its mouth,dog
2602306033.jpg,a dog with a frisbee,dog
2274602044.jpg,a man on a bench pets a dog,dog
3525890754.jpg,a brownhaired girl stoops to pick up a small white puppy on an empty street,dog
293151893.jpg,a silhouette of one dog chasing another dog,dog
1468429623.jpg,a dog leaps on a man,dog
133868556.jpg,woman vaulting over a vaulting horse,horse
2923497185.jpg,a brown dog is running between two gray poles that are very close together,dog
458735196.jpg,the dog is carrying a pink ball in its mouth,dog
2619267133.jpg,a young boy in a cowboy hat rides a large horse,horse
2372763106.jpg,a black dog is completely off the ground while in a race,dog
446902206.jpg,a woman walks a black dog down a dirt path with two children,dog
2616284322.jpg,the number four dog ahead of other dogs,dog
2699426519.jpg,a brown and white dog running crazily through the grass,dog
1786425974.jpg,the black dog is sniffing the brown dog s butt,dog
3662909101.jpg,a black dog jumps over a show jumping hurdle,dog
2607462776.jpg,a black dog jumping off a dock into water,dog
219123214.jpg,a young man sleeping next to a dog,dog
851566221.jpg,a woman with a blond ponytail and a white hat is riding a white horse,horse
2684489465.jpg,a small dog jumps over a jump,dog
464506846.jpg,a black dog is running across a grassy field in front of some bushes,dog
3214579977.jpg,a black dog jumps to catch a frisbee in the snow,dog
11382381.jpg,a female blacksmith is shoeing a horse,horse
2561481438.jpg,a wet brown dog is jumping from some water onto the grass,dog
2417745327.jpg,the brown dog is running parallel to the waves in the water,dog
3947306345.jpg,an all black cat with bright green eyes has caught a gray mouse,cat
2427558437.jpg,a large brown dog and a small brown dog are standing near each other beside a body of water,dog
2074764331.jpg,a small puppy stands on his hind legs to bite a bigger dog who is lying on the stairs,dog
4930796789.jpg,a man in a hat is riding on horse and riding behind many bulls,horse
460935487.jpg,a dog is turns back toward the camera near some potted plants,dog
2691147709.jpg,a man at a rodeo is being knocked of a horse who is rearing up,horse
689776124.jpg,a dog plays in the grass,dog
3307077951.jpg,the black and white dog is running on a green yard,dog
3511890331.jpg,a jockey racing a horse down a dirt track,horse
2378127945.jpg,a little dog is leaping through the air over a snowy field,dog
416106657.jpg,a white dog runs in the grass,dog
298920219.jpg,the black dog is swimming in a lake with a white duck,dog
2831723637.jpg,dog running around red and white poles,dog
1095580424.jpg,the small brown and white dog is running out of a small tunnel,dog
